sku,listing_title,final_title_en,title_variant_used,listing_title_short_en,listing_title_mobile_en,board_label,tier_scope,price_early_bird,price_regular,early_bird_end_date,release_date,main_cover_png,image_folder,subtitle_en,short_description_en,seo_title_en,cta_label_en,status_product_created,status_9_images_uploaded,status_copy_pasted,status_seo_configured,status_pricing_set,status_published,final_payhip_url,published_at_utc,notes
L1-CIE0580-C4-02,CIE 0580 C4-02 Geometrical Constructions Worksheet + Kahoot Companion (Core),CIE 0580 C4-02 Geo Constructions (Core),short,CIE 0580 C4-02 Geo Constructions (Core),CIE 0580 C4-02 Geo Constructions (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c4-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c4-02,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C4-02 Geometrical Constructions (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C4-02 Geometrical Constructions Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/Mw3bE,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C4-03,CIE 0580 C4-03 Scale Drawings Worksheet + Kahoot Companion (Core),CIE 0580 C4-03 Scale Drawings (Core),short,CIE 0580 C4-03 Scale Drawings (Core),CIE 0580 C4-03 Scale Drawings (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c4-03/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c4-03,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C4-03 Scale Drawings (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C4-03 Scale Drawings Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/SpE83,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C4-04,CIE 0580 C4-04 Similarity Worksheet + Kahoot Companion (Core),CIE 0580 C4-04 Similarity (Core),short,CIE 0580 C4-04 Similarity (Core),CIE 0580 C4-04 Similarity (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c4-04/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c4-04,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C4-04 Similarity (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C4-04 Similarity Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/gmjbq,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C4-05,CIE 0580 C4-05 Symmetry Worksheet + Kahoot Companion (Core),CIE 0580 C4-05 Symmetry (Core),short,CIE 0580 C4-05 Symmetry (Core),CIE 0580 C4-05 Symmetry (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c4-05/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c4-05,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C4-05 Symmetry (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C4-05 Symmetry Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/ntyMB,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C4-06,CIE 0580 C4-06 Angles Worksheet + Kahoot Companion (Core),CIE 0580 C4-06 Angles (Core),short,CIE 0580 C4-06 Angles (Core),CIE 0580 C4-06 Angles (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c4-06/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c4-06,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C4-06 Angles (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C4-06 Angles Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/do27l,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C4-07,CIE 0580 C4-07 Circle Theorems Worksheet + Kahoot Companion (Core),CIE 0580 C4-07 Circle Theorems (Core),short,CIE 0580 C4-07 Circle Theorems (Core),CIE 0580 C4-07 Circle Theorems (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c4-07/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c4-07,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C4-07 Circle Theorems (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C4-07 Circle Theorems Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/Bqjs6,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C5-01,CIE 0580 C5-01 Units Of Measure Worksheet + Kahoot Companion (Core),CIE 0580 C5-01 Units Of Measure (Core),short,CIE 0580 C5-01 Units Of Measure (Core),CIE 0580 C5-01 Units Of Measure (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c5-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c5-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C5-01 Units Of Measure (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C5-01 Units Of Measure Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/9f5zw,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C5-02,CIE 0580 C5-02 Area And Perimeter Worksheet + Kahoot Companion (Core),CIE 0580 C5-02 Area & Perimeter (Core),short,CIE 0580 C5-02 Area & Perimeter (Core),CIE 0580 C5-02 Area & Perimeter (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c5-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c5-02,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C5-02 Area And Perimeter (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C5-02 Area And Perimeter Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/VAQ18,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C5-03,CIE 0580 C5-03 Circles Arcs And Sectors Worksheet + Kahoot Companion (Core),CIE 0580 C5-03 Circles Arcs & Sectors (Core),short,CIE 0580 C5-03 Circles Arcs & Sectors (Core),CIE 0580 C5-03 Circles Arcs & Sectors (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c5-03/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c5-03,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C5-03 Circles Arcs And Sectors (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C5-03 Circles Arcs And Sectors Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/EGPIX,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C5-04,CIE 0580 C5-04 Surface Area And Volume Worksheet + Kahoot Companion (Core),CIE 0580 C5-04 Surface Area & Volume (Core),short,CIE 0580 C5-04 Surface Area & Volume (Core),CIE 0580 C5-04 Surface Area & Volume (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c5-04/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c5-04,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C5-04 Surface Area And Volume (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C5-04 Surface Area And Volume Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/V9aT3,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C5-05,CIE 0580 C5-05 Compound Shapes And Parts Of Shapes Worksheet + Kahoot Companion (Core),CIE 0580 C5-05 Compound Shapes (Core),short,CIE 0580 C5-05 Compound Shapes (Core),CIE 0580 C5-05 Compound Shapes (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c5-05/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c5-05,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C5-05 Compound Shapes And Parts Of Shapes (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C5-05 Compound Shapes And Parts Of Shapes Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/mDFP9,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C6-01,CIE 0580 C6-01 Pythagoras Theorem Worksheet + Kahoot Companion (Core),CIE 0580 C6-01 Pythagoras (Core),short,CIE 0580 C6-01 Pythagoras (Core),CIE 0580 C6-01 Pythagoras (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c6-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c6-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C6-01 Pythagoras Theorem (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C6-01 Pythagoras Theorem Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/oxjvS,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C6-02,CIE 0580 C6-02 Right Angled Triangles Worksheet + Kahoot Companion (Core),CIE 0580 C6-02 Right Angled Triangles (Core),short,CIE 0580 C6-02 Right Angled Triangles (Core),CIE 0580 C6-02 Right Angled Triangles (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c6-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c6-02,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C6-02 Right Angled Triangles (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C6-02 Right Angled Triangles Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/CRsZ3,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C7-01,CIE 0580 C7-01 Transformations Worksheet + Kahoot Companion (Core),CIE 0580 C7-01 Transformations (Core),short,CIE 0580 C7-01 Transformations (Core),CIE 0580 C7-01 Transformations (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c7-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c7-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C7-01 Transformations (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C7-01 Transformations Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/x2QpY,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C8-01,CIE 0580 C8-01 Introduction To Probability Worksheet + Kahoot Companion (Core),CIE 0580 C8-01 Introduction To Probability (Core),short,CIE 0580 C8-01 Introduction To Probability (Core),CIE 0580 C8-01 Introduction To Probability (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c8-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c8-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C8-01 Introduction To Probability (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C8-01 Introduction To Probability Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/ghMbm,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C8-02,CIE 0580 C8-02 Relative And Expected Frequencies Worksheet + Kahoot Companion (Core),CIE 0580 C8-02 Rel & Exp Freq (Core),short,CIE 0580 C8-02 Rel & Exp Freq (Core),CIE 0580 C8-02 Rel & Exp Freq (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c8-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c8-02,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C8-02 Relative And Expected Frequencies (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C8-02 Relative And Expected Frequencies Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/KyDO7,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C8-03,CIE 0580 C8-03 Probability Of Combined Events Worksheet + Kahoot Companion (Core),CIE 0580 C8-03 Probability Of Combined Events (Core),short,CIE 0580 C8-03 Probability Of Combined Events (Core),CIE 0580 C8-03 Probability Of Combined Events (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c8-03/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c8-03,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C8-03 Probability Of Combined Events (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C8-03 Probability Of Combined Events Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/wcWyN,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C9-01,CIE 0580 C9-01 Classifying Statistical Data Worksheet + Kahoot Companion (Core),CIE 0580 C9-01 Classifying Statistical Data (Core),short,CIE 0580 C9-01 Classifying Statistical Data (Core),CIE 0580 C9-01 Classifying Statistical Data (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c9-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c9-01,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C9-01 Classifying Statistical Data (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C9-01 Classifying Statistical Data Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/JGliu,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C9-02,CIE 0580 C9-02 Interpreting Statistical Data Worksheet + Kahoot Companion (Core),CIE 0580 C9-02 Interpreting Statistical Data (Core),short,CIE 0580 C9-02 Interpreting Statistical Data (Core),CIE 0580 C9-02 Interpreting Statistical Data (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c9-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c9-02,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C9-02 Interpreting Statistical Data (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C9-02 Interpreting Statistical Data Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/l3p0d,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C9-03,CIE 0580 C9-03 Averages And Range Worksheet + Kahoot Companion (Core),CIE 0580 C9-03 Averages & Range (Core),short,CIE 0580 C9-03 Averages & Range (Core),CIE 0580 C9-03 Averages & Range (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c9-03/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c9-03,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C9-03 Averages And Range (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C9-03 Averages And Range Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/VGFqu,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-C9-04,CIE 0580 C9-04 Statistical Charts And Diagrams Worksheet + Kahoot Companion (Core),CIE 0580 C9-04 Statistical Charts & Diagrams (Core),short,CIE 0580 C9-04 Statistical Charts & Diagrams (Core),CIE 0580 C9-04 Statistical Charts & Diagrams (Core),CIE 0580,Core,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-c9-04/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-c9-04,Early-Bird Presale | SubTopic MVP | Core,Early-bird presale for CIE 0580 C9-04 Statistical Charts And Diagrams (Core). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 C9-04 Statistical Charts And Diagrams Worksheet + Kahoot Companion (Core) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/nN6Db,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-01,CIE 0580 E1-01 Types Of Number Worksheet + Kahoot Companion (Extended),CIE 0580 E1-01 Types Of Number (Extended),short,CIE 0580 E1-01 Types Of Number (Extended),CIE 0580 E1-01 Types Of Number (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-01/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-01,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-01 Types Of Number (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-01 Types Of Number Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/Injxw,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-02,CIE 0580 E1-02 Sets Worksheet + Kahoot Companion (Extended),CIE 0580 E1-02 Sets (Extended),short,CIE 0580 E1-02 Sets (Extended),CIE 0580 E1-02 Sets (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-02/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-02,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-02 Sets (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-02 Sets Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/5jHCx,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-03,CIE 0580 E1-03 Powers And Roots Worksheet + Kahoot Companion (Extended),CIE 0580 E1-03 Powers & Roots (Extended),short,CIE 0580 E1-03 Powers & Roots (Extended),CIE 0580 E1-03 Powers & Roots (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-03/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-03,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-03 Powers And Roots (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-03 Powers And Roots Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/WO4rz,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-04,CIE 0580 E1-04 Fractions Decimals Percentages Worksheet + Kahoot Companion (Extended),CIE 0580 E1-04 FDP (Extended),short,CIE 0580 E1-04 FDP (Extended),CIE 0580 E1-04 FDP (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-04/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-04,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-04 Fractions Decimals Percentages (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-04 Fractions Decimals Percentages Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/WCG9i,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-05,CIE 0580 E1-05 Ordering Worksheet + Kahoot Companion (Extended),CIE 0580 E1-05 Ordering (Extended),short,CIE 0580 E1-05 Ordering (Extended),CIE 0580 E1-05 Ordering (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-05/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-05,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-05 Ordering (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-05 Ordering Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/L5WJy,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-06,CIE 0580 E1-06 Four Operations Worksheet + Kahoot Companion (Extended),CIE 0580 E1-06 Four Operations (Extended),short,CIE 0580 E1-06 Four Operations (Extended),CIE 0580 E1-06 Four Operations (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-06/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-06,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-06 Four Operations (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-06 Four Operations Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/LvHkw,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-07,CIE 0580 E1-07 Indices I Worksheet + Kahoot Companion (Extended),CIE 0580 E1-07 Indices I (Extended),short,CIE 0580 E1-07 Indices I (Extended),CIE 0580 E1-07 Indices I (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-07/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-07,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-07 Indices I (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-07 Indices I Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/WuOCw,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-08,CIE 0580 E1-08 Standard Form Worksheet + Kahoot Companion (Extended),CIE 0580 E1-08 Standard Form (Extended),short,CIE 0580 E1-08 Standard Form (Extended),CIE 0580 E1-08 Standard Form (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-08/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-08,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-08 Standard Form (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-08 Standard Form Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/m0Avw,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-09,CIE 0580 E1-09 Estimation And Approximation Worksheet + Kahoot Companion (Extended),CIE 0580 E1-09 Estimation & Approximation (Extended),short,CIE 0580 E1-09 Estimation & Approximation (Extended),CIE 0580 E1-09 Estimation & Approximation (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-09/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-09,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-09 Estimation And Approximation (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-09 Estimation And Approximation Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/oeXPw,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
L1-CIE0580-E1-10,CIE 0580 E1-10 Limits Of Accuracy Worksheet + Kahoot Companion (Extended),CIE 0580 E1-10 Limits Of Accuracy (Extended),short,CIE 0580 E1-10 Limits Of Accuracy (Extended),CIE 0580 E1-10 Limits Of Accuracy (Extended),CIE 0580,Extended,US$3,US$4,2026-03-31,2026-04-30,payhip/presale/listing-assets/l1/l1-cie0580-e1-10/01-cover-main-2320x1520-payhip.png,payhip/presale/listing-assets/l1/l1-cie0580-e1-10,Early-Bird Presale | SubTopic MVP | Extended,Early-bird presale for CIE 0580 E1-10 Limits Of Accuracy (Extended). Worksheet + answers + Kahoot companion delivered on release.,CIE 0580 E1-10 Limits Of Accuracy Worksheet + Kahoot Companion (Extended) | Early-Bird Presale,Get SubTopic Early-Bird Access,yes,yes,yes,yes,yes,yes,https://payhip.com/b/S3vB4,"",Synced from _data/kahoot_subtopic_links.json on 2026-02-23.
